"V007,1,1,1,2,2,1,2,5,2,1,1,2,2,1,3,6,6,9,9,6,1,4,4,2,2,1,""mehr Herzgeräusche und andere Funktionen"",2,"""",2,"""","""",999,1,1,1,1,999,999,999,999,999,28-03-2022,14:55:21";
"V008,1,1,1,1,1,2,3,4,2,2,1,1,1,4,5,3.5,4.5,1.5,5.5,4.5,2,4,4,2,2,2,"""",2,"""",2,"""","""",19,1,1,1,1,3,999,3,2,0,28-03-2022,15:44:31";
"V009,1,1,1,1,1,1,1,5,2,3,2,1,1,5,3,2.5,2.5,1,9,2,1,4,4,1,1,1,""weitere Organe"",1,""man kann es sich vorstellen"",999,""Anatomie"","""",19,1,1,1,1,3,999,4,2,0,28-03-2022,15:07:23";
"V010,2,2,2,1,1,1,2,4,2,1,1,1,1,4,4,6,2,6,3,3,5.5,4,4,2,2,1,""mehr Körperabschnitte sehen"",2,""1"",2,"""","""",18,1,1,1,1,3,999,3,2,0,28-03-2022,15:16:10";
"V011,1,1,1,1,2,1,1,5,2,1,2,2,1,5,5,3,7,9,5,3,1,4,4,2,1,2,"""",2,"""",999,""Andere Körperteile"","""",19,1,1,1,1,3,999,4,2,0,28-03-2022,15:44:16";
"V012,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,3,8,1,1,5,1,4,4,1,1,999,""noch mehr Herzkrankeheiten hören/sehen"",2,"""",999,""bei jedem Praxisanteil wo es hilfreich wäre, man lernt so viel besser und schneller"",""Finde diese Erfindung genial! Hilft sehr beim besseren Verstehen des Stoffs"",19,1,1,1,1,3,999,3,2,0,28-03-2022,15:28:02";
"V013,1,1,999,1,999,1,2,4,1,1,999,1,2,4,4,3,3,3,5,4,3,4,4,2,2,999,"""",999,"""",999,"""","""",54,2,1,1,1,3,999,4,2,0,28-03-2022,15:38:00";
"V014,1,2,1,1,2,1,2,2,1,6,6,2,2,3,5,9.5,7.5,2.5,1,2.5,1.5,4,4,2,1,999,"""",2,"""",999,"""","""",28,1,1,1,1,3,999,3,2,0,28-03-2022,15:54:21";
"V015,2,2,1,1,1,1,1,4,2,1,2,1,1,4,3,2,9,6,2,6,2,4,3,1,1,2,"""",1,""genaueres erklären der Benutzung von der Einstellung"",1,""Pathologie, generell Anatomie"","""",22,1,1,1,1,3,999,3,2,0,28-03-2022,15:58:41";
"V016,1,1,1,1,1,1,1,5,1,2,1,1,1,5,4,2.5,3.5,3.5,3.5,3.5,1.5,4,4,1,1,999,"""",2,"""",999,"""","""",19,1,1,1,1,3,999,3,2,0,28-03-2022,16:02:05";
"V017,2,1,1,1,1,2,1,5,2,2,1,1,1,5,4,2.5,4,6.5,2.5,2.5,4.5,4,4,1,2,2,"""",2,"""",999,""Allgemein in allen Fächern , die im Zusammenhang mit dem Körper stehen, um ein besseres Vorstellungsvermögen zu erhalten"","""",20,1,1,1,1,3,999,4,2,0,28-03-2022,16:06:12";
"V018,1,1,1,2,2,1,3,5,1,4,1,1,1,5,4,5,3,2,5,2,1,4,4,1,3,2,"""",2,"""",2,"""","""",19,2,1,1,1,3,999,2,1,999,28-03-2022,16:09:22";
"V019,1,1,1,1,1,1,1,5,1,3,1,1,1,5,3,1.5,1.5,1.5,1,1,1,4,4,1,1,999,""Es wäre sehr toll sein eigenes Herz zu sehen, evtl. die umliegenden Gewebe, Organe"",2,"""",999,""Asessment, Pathologie, Anatomie"",""Es war mega coll und eine tolle Erfahrung"",25,1,1,1,1,3,999,3,2,0,28-03-2022,16:13:25";
"V020,1,1,1,1,1,1,1,5,1,2,2,1,1,5,4,3,3,4,2,2,1,4,4,1,1,999,""Man könnte das App füralle Organe anwenden , es war sehr eindrücklich und hilfreich bei Lunge und den Lungengeräuschen"",2,"""",999,""Bei Lungen untersuchung und L-Auskultation und weiterhin im Rahmen der LV-Pflegeassessment"",""Vielen Dank Dr. Joachm für die Möglichkeit der Erfahrung. Es ist ein tolles Projekt."",23,1,1,1,1,3,999,3,2,0,28-03-2022,16:19:13";
"V021,2,1,2,1,1,1,4,4,2,1,2,3,1,4,4,6,2,8,3,2,1,4,4,1,2,999,"""",999,""Vielleicht bessere Beschreibung der Punkte"",1,""Lungenuntersuchung"",""Hat Spass gemachtes auszuprobieren. Jedoch wurde ich esnicht oft verwenden, aber zum Verständnis ganz grosse Klasse"",31,1,1,1,1,5,999,3,2,0,28-03-2022,16:25:14";
"V023,1,1,1,2,1,1,1,5,1,2,1,1,2,5,4,2,2,4,3,2,1,4,3,1,1,999,"""",2,"""",999,"""","""",20,2,1,1,1,3,999,3,2,0,28-03-2022,17:38:58";
"V024,1,1,1,1,1,1,1,5,2,2,1,1,2,4,5,1,1,1,1,1,2,4,3,1,1,2,"""",2,"""",1,""z.B. Lunge"","""",20,2,1,1,1,3,999,3,2,0,28-03-2022,17:42:28";
"V025,1,1,2,1,1,1,1,5,2,2,2,1,2,5,5,2,3,2,4,3,2,4,4,1,2,2,"""",2,"""",2,"""","""",21,1,1,1,1,3,999,3,2,0,28-03-2022,17:44:48";
"V026,1,1,1,1,1,1,2,5,2,3,2,1,1,5,5,2,2.5,2.5,8,5,1,4,4,1,1,2,"""",2,"""",2,"""","""",19,1,1,1,1,2,999,4,2,0,28-03-2022,17:48:32";
"V027,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,1,1,1,1.5,1.5,2,4,4,1,1,2,"""",2,"""",1,""In Anatomie"","""",20,1,1,1,1,3,999,4,2,0,28-03-2022,17:52:02";
"V028,1,1,1,1,1,1,1,5,1,2,2,1,1,5,5,2,2.5,2,3,5,1,4,4,1,1,1,""andere Herzgeräusche"",2,"""",999,"""","""",22,2,1,1,1,3,999,4,2,0,28-03-2022,17:55:15";
"V029,1,1,1,1,1,1,1,5,1,3,1,1,1,5,4,1,1,1,1,1,1,4,4,1,1,999,""Herzerkrankungen kännen gezeigt werden"",999,"""",999,"""",""999"",19,1,1,1,1,3,999,4,2,0,28-03-2022,21:31:02";
"V030,1,1,1,1,1,1,1,5,1,3,1,1,1,5,5,1,3,1,1,1,1,4,4,1,1,1,""eigenes Herz sichtbar machen"",1,""Verbindung etwas wackelig"",1,""In versch. Lernveranstaltungen"","""",46,2,1,1,1,3,5,3,2,0,28-03-2022,15:43:31";
"V031,1,1,2,1,2,1,1,4,1,1,2,2,2,5,4,4,3,4,6,5.5,2,4,4,2,1,999,"""",1,""öftere Nattung"",999,""Lunge"",""War eine tolle Erfahrung, würde igene öfter machen"",23,1,1,1,1,3,999,3,2,0,28-03-2022,21:51:22";
"V032,1,1,1,1,1,1,1,5,2,2,1,1,1,5,4,1,2,1,1,1,1.5,4,5,1,1,2,"""",2,"""",999,""Pathologie, Anatomie"",""20"",1,1,1,1,1,3,999,4,2,0,28-03-2022,21:57:05";
"V033,1,2,1,1,2,1,3,5,2,1,2,1,1,5,3,3.5,5,1,4.5,1,3,4,4,1,999,999,"""",999,"""",999,"""","""",20,2,1,1,1,3,999,3,2,0,28-03-2022,22:00:14";
"V034,2,1,1,1,1,1,2,5,1,2,2,2,1,5,4,3,5,3,3,3,1,4,4,1,1,1,""Auskultation andere Organe"",1,""Mehr Funktionen"",2,"""","""",30,2,1,1,1,3,5,4,2,0,28-03-2022,22:03:13";
"V035,1,2,2,2,1,1,1,4,2,1,2,1,1,4,5,7.5,4.5,8.5,3.5,2.5,7.5,4,4,1,2,2,"""",2,"""",1,""Bei allen anatomischen übungen"","""",38,1,1,1,1,3,999,4,2,0,28-03-2022,22:06:27";
"V036,1,1,1,1,1,1,2,5,2,1,1,2,2,4,5,4,6,7,3,2,8,4,4,1,2,999,"""",2,"""",999,""alles was mit Anatomie in Zusammenhang steht"","""",21,1,1,1,1,3,999,3,2,0,28-03-2022,22:09:49";
"V037,1,2,1,1,2,1,1,5,1,3,2,1,1,5,4,6,3,1,1,2,1,4,4,1,1,999,""Ausgewählte KK auch sehen können"",2,"""",999,"""",""Sehrgute Iddee  hilfreich für die bildliche Vorstellung"",20,1,1,1,1,3,999,4,2,0,28-03-2022,22:12:37";
"V039,1,1,1,1,1,6,2,4,1,2,3,2,1,5,6,2.03,2,3,8,5,1,4,4,1,1,999,"""",999,"""",999,"""","""",20,1,1,1,1,3,999,4,2,0,28-03-2022,22:15:14";
"V038,1,1,3,2,2,1,1,4,2,1,1,1,1,5,5,2,4.5,1,7,1.5,2,4,3,2,3,999,"""",1,""Konnte für das Geld unfangreicher und zuverlässiger sein"",1,""Ausweitung auf andere Organe"","""",24,1,1,1,1,3,999,4,2,0,28-03-2022,22:18:35";
"V040,1,1,2,1,1,1,1,4,2,2,2,1,1,5,5,1.25,1.5,2.5,2.5,2.5,2.5,4,4,1,1,999,"""",2,"""",999,"""","""",20,1,1,1,1,3,999,3,2,0,28-03-2022,22:21:09";
"V042,1,2,1,1,1,1,1,5,1,1,2,2,2,5,2,4,3,3.5,6,2.5,2,4,4,1,3,2,"""",2,"""",1,""Anatomie"","""",18,1,1,1,1,3,999,4,2,0,28-03-2022,22:24:04";
"V041,1,1,2,2,1,1,1,5,1,1,1,1,1,5,3,2.5,5.5,1.5,4.5,4.5,1.5,4,4,1,2,2,"""",2,"""",999,"""",""Anatomie Unterricht"",20,1,1,1,1,3,5,4,2,0,28-03-2022,22:26:24";
"V043,1,1,1,3,2,1,2,5,2,1,2,3,1,3,5,6,8.5,2.5,5,5.5,3,4,4,2,2,999,"""",999,"""",999,""Anatomie Gehirn, Lunge,Verdaung, Pathologie Lunge"","""",24,1,1,1,1,3,999,4,2,0,28-03-2022,22:29:29";
"V044,1,1,2,2,2,1,1,5,3,2,1,2,1,4,4,3,3.5,3.5,3.5,5.5,1.5,4,4,2,2,999,"""",2,"""",999,"""","""",23,1,1,1,1,3,999,3,2,0,28-03-2022,22:32:05";
"V045,1,1,2,1,1,1,1,5,1,3,1,1,1,5,5,2.5,2.5,2.5,6.5,5,1.5,4,4,2,3,999,""Grafik etwas verbessern und Prozessoren beschleunigen"",1,""Pathologiesche Töne an gewünschten stellen plazieren"",999,""Anatomie, Patho, Pathophysiologie"","""",28,2,1,1,1,3,999,4,2,0,28-03-2022,22:36:28";
"V046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1.5,1,4,4,1,1,1,""Andere Sprachen, Latein, Englisch"",1,""Grösse vorne bei der Brille"",1,"""",""Bin sehr fasziniertund finde es ist eine tolle Erfnidnung und sicher beim Lernen hilfreich"",22,1,1,1,1,3,999,4,2,0,28-03-2022,22:39:32";
"V047,1,2,2,3,2,1,4,4,2,1,2,3,1,2,2,7.5,8,6.5,9.5,6,4,4,4,2,3,2,"""",1,""merhere Funktionen einbauen"",1,""Lunge"","""",20,1,1,1,1,3,999,3,2,0,28-03-2022,22:43:43";
"V048,1,1,1,2,2,1,2,5,1,4,2,1,2,5,5,1,3.5,1.5,5.5,3.5,1.5,4,4,5,3,1,""Noch mehr Funktionen, Organe"",1,""Kurze akkustische Beschreibung was falshc ist bie Klappenfehlre"",999,""Pflegeassesmentz"",""Super App$stckt riesiges Potential drin"",999,4,1,1,1,999,999,999,999,999,28-03-2022,22:47:34";
"V049,1,1,2,1,1,1,1,5,1,4,1,1,1,4,5,3,4,1.5,3,5,1.5,4,4,1,1,1,""Bereich Lunge"",2,"""",999,"""","""",19,1,1,1,1,3,999,4,2,0,28-03-2022,22:50:08";
"V050,1,1,2,1,1,1,1,5,2,1,1,1,1,5,4,2.54,4.5,1,3.5,2.5,1,4,4,1,1,1,""Ganzer Körper und Extemitäten"",2,"""",2,""Lungenausku.tation"","""",19,1,1,1,1,3,999,4,2,0,28-03-2022,22:54:48";
"V051,1,2,1,1,1,1,1,5,2,1,1,1,1,5,4,5,5,2,4,1,1,4,4,1,1,2,"""",2,"""",2,"""","""",19,1,1,1,1,3,999,3,2,0,28-03-2022,22:56:50";
"V052,1,1,1,1,2,1,1,5,1,3,1,1,2,5,5,1.5,6,1,2,2,1,4,3,1,1,2,"""",2,"""",1,""Auskultation LUnge , anatomie"","""",21,2,1,1,1,3,999,4,2,0,28-03-2022,22:58:52";
"V053,1,1,1,1,1,1,1,5,1,4,2,1,1,5,5,1.5,1.5,1.5,1,1,1,4,3,1,1,2,"""",2,"""",2,"""","""",32,1,1,1,1,3,999,4,2,0,28-03-2022,23:00:40";
"V054,1,1,1,1,1,1,1,5,1,2,1,1,1,1,5,2.5,1.5,3.5,1.5,3.5,1.5,4,4,1,1,999,"""",1,""Verständnis"",1,""Kombiantion mit Unterricht"","""",20,1,1,1,1,3,999,4,2,0,28-03-2022,23:03:24";
"V055,1,1,1,1,1,1,1,5,1,2,1,1,1,5,2,6,3.5,6.5,2.5,6,2,4,4,1,1,2,"""",2,"""",1,""CA Lunge"","""",19,1,1,1,1,3,999,4,2,0,28-03-2022,23:06:24";
"V056,1,1,1,1,1,1,1,4,2,1,2,1,1,4,2,1,3,3,1,1.5,1,4,4,1,1,1,""Funkionsabläufe verfolgen. Essen von der einnahme gis zur Ausscheidung"",1,""Mehr kk-Bilder , klare grafische Darstllungen"",1,""Bei allen inneren Organen"",""Super"",999,4,1,1,1,999,999,999,999,999,28-03-2022,23:10:13";
"V057,2,1,2,2,2,1,2,5,2,1,2,2,1,5,4,2,3,4,2,2,1,4,4,2,2,2,"""",1,""Bessere Anweisung, wo was zu finden ist und was das bedeutet"",2,"""",""24"",1,1,1,1,1,3,999,3,2,0,28-03-2022,23:12:42";
"V058,1,1,1,1,1,1,2,5,1,4,2,1,1,5,5,2.5,4.5,1.5,3.5,2.5,1,4,999,1,2,999,"""",2,"""",999,""Andere Organeals das Herz ansehen zur Versthung der Anatomie"",""Sehr  interessant so etwas mal gesehen zu haben"",999,4,1,1,1,999,999,999,999,999,28-03-2022,23:16:20";
"V059,1,1,2,2,1,1,1,5,1,1,2,1,1,5,5,6,3,1,3,3,1,4,4,1,1,999,"""",1,""Stenose und Vierherzinsuffizienz eher gering Erklennbar"",1,""Ev Lunge"","""",23,1,1,1,1,3,999,4,2,0,28-03-2022,23:19:24";
"V060,1,2,1,1,1,1,1,5,2,2,1,1,1,5,4,3,6,2.5,3,3,4,4,4,1,1,2,"""",2,"""",1,""Lunge anhören"",""26"",1,1,1,1,1,3,999,4,2,0,28-03-2022,23:21:37";
"V061,1,1,1,1,1,1,1,5,1,2,1,1,1,5,4,3.5,1.5,5.5,8,2.5,1.5,4,3,1,1,1,""Andere KK, Features"",2,"""",2,"""","""",20,1,1,1,1,3,999,3,2,0,28-03-2022,23:24:30";
"V062,1,1,2,2,2,1,1,5,2,3,2,2,1,5,4,2,3,4,4,3,1,4,4,1,2,1,""Weitere Organe wi Lunge abbilden"",2,"""",2,"""","""",27,4,1,1,1,3,999,4,2,0,28-03-2022,23:27:08";
"CHG_001,1,1,2,2,2,1,3,5,1,3,2,2,2,4,2,3,5,7,2,2,2,4,4,2,2,999,""gleiche Anwendung aufsHandy und für weitere Organe und Krankheitsbilder anwenden"",1,""bereits bei der Grundausbildung in der Anatomielehre"",999,"""","""",43,2,2,999,4,4,999,3,2,90,07-04-2022,18:28:52";
"CHG_017,1,1,3,3,3,1,3,5,1,3,2,2,2,4,2,4,6,8,3,3,3,4,4,2,2,1,""Bereits in der Grundausbildung in der Anatomielehre"",999,""Gleiche Anwendung aufs Handy per App. Weitere Krankheiten, Organe anweden"",999,"""","""",43,2,2,5,1,4,999,3,1,90,09-04-2022,15:42:30";
"CHG_002,2,2,3,3,3,2,2,5,2,1,3,2,1,4,5,4.5,2,2,6,6.5,2,4,4,2,4,1,""Herztöne verschiedene, mehr Geräusche, sollte auch alleine nutzbar sein"",1,""siehe oben, Blutfluss"",1,""So dass 1. und 2. Herzton und Klappenschluss sichtbar"","""",36,1,2,5,1,3,5,4,1,100,09-04-2022,13:14:01";
"CHG_003,1,1,2,2,2,1,1,5,1,1,2,2,1,5,5,3,4,1,4,2,1,4,4,1,2,1,""Bei Herzgeräuschen wäre es hilfreich wenn nicht alle Punkte gelich tönen würden, sondern real nur am richtigen Punkt z.B Aortastenose nur bei der Aortaklappe"",1,""weitere Organe wie z. B. Lunge"",1,""Überall wo spielerisches Lernen möglich ist, z. B. Lunge, Phsyiologie..."","""",42,1,2,4,3,4,999,4,1,100,09-04-2022,13:18:33";
"CHG_004,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,2,1,1,2,2,1,4,4,1,1,2,"""",2,"""",1,""Klinisches Assesment Abdomen"","""",41,2,2,4,1,4,999,4,1,80,09-04-2022,15:59:33";
"CH6_005,1,1,1,1,1,1,1,5,2,1,1,1,1,4,2,6,7,7,3,7,2,4,4,1,2,1,""etwas mehr Zeit zuerst üben ohne üben, dann mit Brille"",1,""Virtuelle Fälle zuerst hören und dann erraten was das ist"",999,""Um Darmgeräusche abzuhören, Lunge"","""",25,1,2,5,1,1,3,4,1,90,09-04-2022,13:25:49";
"CHG_006,1,1,2,1,2,2,1,4,4,2,2,3,2,5,3,5,3,3,8,6,2,4,4,1,1,1,""Vermehrt im Unterricht einsetzbar um Lerneffekt zu verbessern"",1,""Beim Echo zusätzlich mit Farben arbeiten wie beim geöffneten Herz"",1,""Weitere Organsysteme wie zum Beispiel Lunge"","""",35,1,2,5,1,4,999,4,1,90,09-04-2022,20:51:24";
"CHG_007,1,1,2,1,1,1,1,5,1,2,1,1,1,1,4,7,5,3,3,5,1,4,4,1,1,1,""Andere Organsysteme, mehr Herztöne, Varianten, Geräusche"",999,"""",1,""Lunge, Niere, Verdauung, Gehirn"",""Super, Danke"",44,1,2,5,1,5,999,4,1,50,09-04-2022,20:51:46";
"CHG_008,3,2,1,1,1,1,2,4,2,2,1,1,1,5,5,7,7,8,5,3,3,4,4,1,1,1,""Blutfluss feiner darstellen, Vohöfe und Aorta öffnen"",2,"""",1,""Lungenödem, Lungenembolie,Geburtsvorgang"","""",45,1,2,5,1,5,999,3,1,100,09-04-2022,13:39:04";
"CHG_009,2,2,4,4,4,3,3,4,3,2,1,2,1,4,2,2,2,6,10.5,6,8,4,2,3,1,1,""Abwechelnd normale Setoskope zum Hören, Mehr Bündigkeit"",1,""Mehr Möglichkeiten in Bezug auf Herzprobleme, Ansicht Koronarien"",1,""Lunge, VR Vorlesung"",""Die Hoffnung und Ziele die Ausklutationspunkte zu finden unterstützt die App nicht. Die Darstellung und Konnektivität ist erstaunlich. "",34,2,2,5,1,3,4,3,1,100,09-04-2022,13:45:07";
"CHG_010,1,2,2,1,1,1,2,5,2,2,2,2,1,5,5,3.5,3,1.5,3.5,2.5,1,4,4,1,2,2,"""",999,"""",999,""Diverse Organe, Hirnschichten/lappen"","""",23,1,2,5,1,4,999,4,1,100,09-04-2022,13:50:26";
"CHG_011,2,1,2,2,1,1,1,5,1,2,2,1,1,5,4,2,1,1.5,4,3,1,4,3,1,2,1,""Mehr Opzionen, welche genutzt werden können (Lungenkreislauf)"",1,"""",1,""Allgemeine Körperlehre/Organsysteme"",""Herzlichen Dank für die Möglichkeit diese 3D zu sehen"",33,1,2,5,1,4,999,4,1,100,09-04-2022,13:53:44";
"CHG_012,2,3,2,2,2,1,3,4,2,1,3,2,2,4,5,8,7,8,5,3,2,4,4,2,2,2,"""",999,"""",1,""Grundsätzlich Physiologie und Pahtologie der einzelnen Organe"","""",27,1,2,4,3,4,3,3,1,100,09-04-2022,13:57:43";
"CHG_013,3,3,2,2,1,1,1,5,2,2,2,2,2,4,3,7,4,2,3,2,1,4,4,1,1,1,""Teilweise Menu nicht scharf oder drücken funktioniert teilweise nicht so schnell"",1,""Alle Organe, Mehr Krankheitsbilder"",1,""Filme Herz, Lunge, Organe abspielen"",""Gute Sache, bin auf die Weiterentwicklung gespannt"",30,1,2,4,1,4,999,4,2,80,09-04-2022,14:01:17";
"CHG_014,2,1,1,1,2,1,2,5,1,1,2,2,1,5,4,3.5,5,3.5,3.5,3.5,1.5,4,4,1,1,1,""Herztöne/Geräusche lauter/leiser dort wo man gerade auskultiert"",1,"""",1,""Ganze Anatomie, Organe, Knochen, Sehnen darstellen"",""Super cooles Projekt"",27,1,2,4,1,4,999,4,1,80,09-04-2022,20:52:06";
"CHG_015,2,1,2,1,1,1,1,5,2,1,3,3,2,5,4,5,7,3,3.5,2.5,2,4,4,1,1,1,""Könnte noch mehr ausgebaut werden"",999,""Insuffizeienz, Stenose verdeutlichen"",999,""Lunge, Abdomen"",""Das Visuelle erleichtert die Umsetzung, kann individuell auf die person abgestimmt genutzt werden"",42,1,2,4,1,4,999,3,1,90,09-04-2022,14:10:50";
"CHG_016,2,2,2,1,2,1,1,5,2,1,1,1,2,3,1,7,3.5,3.5,4,4,4,4,4,1,1,1,""Einflussfaktoren ausgrenzen (Bsp. farbige Lichtquellen, Störgeräusche)"",2,"""",1,""Physiologischen und pathologische Abläufe im Körper"",""merci für diese Chance"",34,1,2,4,1,4,999,4,1,90,09-04-2022,14:16:16";
"CHG_018,1,3,3,2,1,1,2,4,2,1,2,2,1,4,3,4.5,2.5,7,4.5,2.5,2.5,4,4,2,2,1,""noch etwas differenzierter"",999,"""",999,"""",""Bei den verschiedenen Auskultationspunkten die verschiedenen Geräusche hören, wäre hilfreich"",999,1,2,2,2,4,999,999,1,999,29-04-2022,06:43:11";
"CHG_019,1,1,1,1,1,1,1,5,3,1,2,1,2,4,3,4.5,7,3,7,5,2,4,4,1,1,2,"""",2,"""",2,"""","""",31,2,2,2,2,4,999,4,1,100,29-04-2022,06:42:53";
"CHG_020,1,2,3,2,2,1,2,4,2,1,2,2,2,4,4,7,8,4,8.5,5,8,4,4,1,2,1,"""",1,"""",1,""in Anatomie- und Physiologieunterricht "",""Toll wäre es, wenn man den Herzton der Person hören könnte, also den realen Herzton und das Herz beim Schlagen und Tönen beobachten könnte. Es bräuchte mehr Zeit"",36,1,2,2,2,4,999,2,2,0,29-04-2022,06:48:41";
"CHG_021,1,1,2,2,2,1,2,5,2,1,1,1,1,5,5,2.5,2.5,2,2.5,2.5,2.5,4,4,2,2,2,"""",2,"""",2,"""","""",29,1,2,2,2,3,4,4,1,40,29-04-2022,06:52:54";
"CHG_022,1,2,2,1,3,2,3,4,3,1,2,2,3,3,4,4,8,4,6,5,3,4,4,2,3,2,"""",1,""Bilder vom kranken Herz"",999,"""","""",34,1,2,2,2,4,999,2,1,60,29-04-2022,06:55:45";
"CHG_023,1,2,2,3,3,1,1,4,2,1,2,2,2,4,4,3,3,2.5,4,2,2,4,4,1,2,1,""Bild verschwindet bei zu wenig Abstand - dies korrigieren"",999,"""",999,"""","""",999,2,2,2,2,4,999,999,1,999,29-04-2022,06:58:25";
"CHG_024,1,1,2,2,2,1,2,4,2,2,2,1,2,4,5,2,1.5,2,8.5,2.5,1.5,4,3,1,999,999,"""",999,"""",999,"""","""",999,2,2,2,2,4,999,999,1,999,29-04-2022,07:00:53";
